COMMON_NAME,SCIENTIFIC_NAME,MIGRATORY_STATUS,SOURCE_OF_MIGRATORY_STATUS,IUCN_HABITATS,AUDUBON_HABITAT
Cassin's Auklet,Ptychoramphus aleuticus,short,1,marine_oceanic,Ocean
Cassin's Finch,Haemorhous cassinii,short,0,forest,Woodland
Cassin's Kingbird,Tyrannus vociferans,moderate,0,artificial_terrestrial,Woodland
Cassin's Kingbird,Tyrannus vociferans,moderate,0,forest,Woodland
Cassin's Kingbird,Tyrannus vociferans,moderate,0,savanna,Woodland
Cassin's Kingbird,Tyrannus vociferans,moderate,0,shrubland,Woodland
Cassin's Sparrow,Peucaea cassinii,short,0,grassland,Grassland
Cassin's Sparrow,Peucaea cassinii,short,0,shrubland,Grassland
Cattle Egret,Bubulcus ibis,short,0,artificial_terrestrial,Wetland
Cattle Egret,Bubulcus ibis,short,0,forest,Wetland
Cattle Egret,Bubulcus ibis,short,0,grassland,Wetland
Cattle Egret,Bubulcus ibis,short,0,wetlands_inland,Wetland
Cave Swallow,Petrochelidon fulva,short,0,artificial_terrestrial,Various
Cave Swallow,Petrochelidon fulva,short,0,grassland,Various
Cave Swallow,Petrochelidon fulva,short,0,rocky,Various
Cave Swallow,Petrochelidon fulva,short,0,shrubland,Various
Cedar Waxwing,Bombycilla cedrorum,irruptive,0,artificial_terrestrial,Woodland
Cedar Waxwing,Bombycilla cedrorum,irruptive,0,forest,Woodland
Cedar Waxwing,Bombycilla cedrorum,irruptive,0,wetlands_inland,Woodland
Cerulean Warbler,Setophaga cerulea,long,1,forest,Woodland
Chestnut-backed Chickadee,Poecile rufescens,resident,1,artificial_terrestrial,Woodland
Chestnut-backed Chickadee,Poecile rufescens,resident,1,forest,Woodland
Chestnut-backed Chickadee,Poecile rufescens,resident,1,shrubland,Woodland
Chestnut-collared Longspur,Calcarius ornatus,moderate,0,grassland,Grassland
Chestnut-collared Longspur,Calcarius ornatus,moderate,0,shrubland,Grassland
Chestnut-sided Warbler,Setophaga pensylvanica,long,0,artificial_terrestrial,Shrubland
Chestnut-sided Warbler,Setophaga pensylvanica,long,0,forest,Shrubland
Chestnut-sided Warbler,Setophaga pensylvanica,long,0,shrubland,Shrubland
Chihuahuan Raven,Corvus cryptoleucus,withdrawal,1,artificial_terrestrial,Shrubland
Chihuahuan Raven,Corvus cryptoleucus,withdrawal,1,grassland,Shrubland
Chihuahuan Raven,Corvus cryptoleucus,withdrawal,1,shrubland,Shrubland
Chimney Swift,Chaetura pelagica,long,1,artificial_aquatic_marine,Various
Chimney Swift,Chaetura pelagica,long,1,artificial_terrestrial,Various
Chimney Swift,Chaetura pelagica,long,1,forest,Various
Chipping Sparrow,Spizella passerina,short,0,artificial_terrestrial,Woodland
Chipping Sparrow,Spizella passerina,short,0,forest,Woodland
Chipping Sparrow,Spizella passerina,short,0,grassland,Woodland
Chipping Sparrow,Spizella passerina,short,0,shrubland,Woodland
Chuck-will's-widow,Antrostomus carolinensis,short,0,artificial_terrestrial,Woodland
Chuck-will's-widow,Antrostomus carolinensis,short,0,forest,Woodland
Chuck-will's-widow,Antrostomus carolinensis,short,0,grassland,Woodland
Chuck-will's-widow,Antrostomus carolinensis,short,0,shrubland,Woodland
Chukar,Alectoris chukar,resident,1,grassland,Various
Chukar,Alectoris chukar,resident,1,shrubland,Various
Cinnamon Teal,Anas cyanoptera,short,0,wetlands_inland,Wetland
Clapper Rail,Rallus longirostris,resident,1,forest,Wetland
Clapper Rail,Rallus longirostris,resident,1,marine_intertidal,Wetland
Clapper Rail,Rallus longirostris,resident,1,wetlands_inland,Wetland
Clark's Grebe,Aechmophorus clarkii,short,0,wetlands_inland,Wetland
Clark's Nutcracker,Nucifraga columbiana,resident,1,artificial_terrestrial,Woodland
Clark's Nutcracker,Nucifraga columbiana,resident,1,forest,Woodland
Clark's Nutcracker,Nucifraga columbiana,resident,1,shrubland,Woodland
Clay-colored Sparrow,Spizella pallida,moderate,0,forest,Shrubland
Clay-colored Sparrow,Spizella pallida,moderate,0,grassland,Shrubland
Clay-colored Sparrow,Spizella pallida,moderate,0,shrubland,Shrubland
Clay-colored Sparrow,Spizella pallida,moderate,0,wetlands_inland,Shrubland
Cliff Swallow,Petrochelidon pyrrhonota,long,1,artificial_terrestrial,Various
Cliff Swallow,Petrochelidon pyrrhonota,long,1,forest,Various
Cliff Swallow,Petrochelidon pyrrhonota,long,1,grassland,Various
Cliff Swallow,Petrochelidon pyrrhonota,long,1,wetlands_inland,Various
Common Eider,Somateria mollissima,short,0,marine_coastal_supratidal,Wetland
Common Eider,Somateria mollissima,short,0,marine_intertidal,Wetland
Common Eider,Somateria mollissima,short,0,marine_neritic,Wetland
Common Goldeneye,Bucephala clangula,short,0,forest,Wetland
Common Goldeneye,Bucephala clangula,short,0,marine_neritic,Wetland
Common Goldeneye,Bucephala clangula,short,0,wetlands_inland,Wetland
Common Grackle,Quiscalus quiscula,short,0,artificial_terrestrial,Various
Common Grackle,Quiscalus quiscula,short,0,forest,Various
Common Grackle,Quiscalus quiscula,short,0,shrubland,Various
Common Grackle,Quiscalus quiscula,short,0,wetlands_inland,Various
Common Ground-Dove,Columbina passerina,resident,1,artificial_terrestrial,Shrubland
Common Ground-Dove,Columbina passerina,resident,1,savanna,Shrubland
Common Ground-Dove,Columbina passerina,resident,1,shrubland,Shrubland
Common Loon,Gavia immer,moderate,0,marine_neritic,Wetland
Common Loon,Gavia immer,moderate,0,wetlands_inland,Wetland
Common Merganser,Mergus merganser,short,0,forest,Wetland
Common Merganser,Mergus merganser,short,0,marine_neritic,Wetland
Common Merganser,Mergus merganser,short,0,wetlands_inland,Wetland
Common Moorhen,Gallinula chloropus,withdrawal,0,artificial_aquatic_marine,Wetland
Common Moorhen,Gallinula chloropus,withdrawal,0,marine_coastal_supratidal,Wetland
Common Moorhen,Gallinula chloropus,withdrawal,0,wetlands_inland,Wetland
Common Murre,Uria aalge,short,1,marine_coastal_supratidal,Ocean
Common Murre,Uria aalge,short,1,marine_neritic,Ocean
Common Murre,Uria aalge,short,1,marine_oceanic,Ocean
Common Myna,Acridotheres tristis,resident,1,artificial_terrestrial,Various
Common Myna,Acridotheres tristis,resident,1,forest,Various
Common Myna,Acridotheres tristis,resident,1,grassland,Various
Common Nighthawk,Chordeiles minor,long,1,artificial_terrestrial,Various
Common Nighthawk,Chordeiles minor,long,1,forest,Various
Common Nighthawk,Chordeiles minor,long,1,grassland,Various
Common Nighthawk,Chordeiles minor,long,1,marine_coastal_supratidal,Various
Common Nighthawk,Chordeiles minor,long,1,marine_intertidal,Various
Common Nighthawk,Chordeiles minor,long,1,savanna,Various
Common Nighthawk,Chordeiles minor,long,1,wetlands_inland,Various
Common Pauraque,Nyctidromus albicollis,resident,1,artificial_terrestrial,Shrubland
Common Pauraque,Nyctidromus albicollis,resident,1,forest,Shrubland
Common Pauraque,Nyctidromus albicollis,resident,1,grassland,Shrubland
Common Pauraque,Nyctidromus albicollis,resident,1,shrubland,Shrubland
Common Pauraque,Nyctidromus albicollis,resident,1,wetlands_inland,Shrubland
Common Poorwill,Phalaenoptilus nuttallii,short,0,desert,Shrubland
Common Poorwill,Phalaenoptilus nuttallii,short,0,grassland,Shrubland
Common Poorwill,Phalaenoptilus nuttallii,short,0,rocky,Shrubland
Common Poorwill,Phalaenoptilus nuttallii,short,0,shrubland,Shrubland
Common Raven,Corvus corax,resident,1,artificial_terrestrial,Various
Common Raven,Corvus corax,resident,1,forest,Various
Common Raven,Corvus corax,resident,1,grassland,Various
Common Raven,Corvus corax,resident,1,rocky,Various
Common Raven,Corvus corax,resident,1,shrubland,Various
Common Redpoll,Acanthis flammea,irruptive,0,artificial_terrestrial,Shrubland
Common Redpoll,Acanthis flammea,irruptive,0,forest,Shrubland
Common Redpoll,Acanthis flammea,irruptive,0,shrubland,Shrubland
Common Tern,Sterna hirundo,moderate,0,marine_coastal_supratidal,Wetland
Common Tern,Sterna hirundo,moderate,0,marine_intertidal,Wetland
Common Tern,Sterna hirundo,moderate,0,marine_neritic,Wetland
Common Tern,Sterna hirundo,moderate,0,wetlands_inland,Wetland
Common Yellowthroat,Geothlypis trichas,short,0,forest,Shrubland
Common Yellowthroat,Geothlypis trichas,short,0,marine_intertidal,Shrubland
Common Yellowthroat,Geothlypis trichas,short,0,shrubland,Shrubland
Common Yellowthroat,Geothlypis trichas,short,0,wetlands_inland,Shrubland
Connecticut Warbler,Oporornis agilis,long,1,forest,Woodland
Connecticut Warbler,Oporornis agilis,long,1,wetlands_inland,Woodland
Cooper's Hawk,Accipiter cooperii,short,0,artificial_terrestrial,Woodland
Cooper's Hawk,Accipiter cooperii,short,0,forest,Woodland
Cooper's Hawk,Accipiter cooperii,short,0,shrubland,Woodland
Cordilleran Flycatcher,Empidonax occidentalis,moderate,0,forest,Woodland
Costa's Hummingbird,Calypte costae,short,0,artificial_terrestrial,Shrubland
Costa's Hummingbird,Calypte costae,short,0,desert,Shrubland
Costa's Hummingbird,Calypte costae,short,0,grassland,Shrubland
Costa's Hummingbird,Calypte costae,short,0,savanna,Shrubland
Costa's Hummingbird,Calypte costae,short,0,shrubland,Shrubland
Couch's Kingbird,Tyrannus couchii,withdrawal,1,artificial_terrestrial,Woodland
Couch's Kingbird,Tyrannus couchii,withdrawal,1,forest,Woodland
Couch's Kingbird,Tyrannus couchii,withdrawal,1,grassland,Woodland
Couch's Kingbird,Tyrannus couchii,withdrawal,1,shrubland,Woodland
Crested Caracara,Caracara cheriway,resident,1,artificial_terrestrial,Shrubland
Crested Caracara,Caracara cheriway,resident,1,grassland,Shrubland
Crested Caracara,Caracara cheriway,resident,1,shrubland,Shrubland
Crested Caracara,Caracara cheriway,resident,1,wetlands_inland,Shrubland
Crissal Thrasher,Toxostoma crissale,resident,1,shrubland,Shrubland
Curve-billed Thrasher,Toxostoma curvirostre,resident,1,desert,Shrubland
Curve-billed Thrasher,Toxostoma curvirostre,resident,1,grassland,Shrubland
Curve-billed Thrasher,Toxostoma curvirostre,resident,1,shrubland,Shrubland
Dark-eyed Junco,Junco hyemalis,short,0,artificial_terrestrial,Woodland
Dark-eyed Junco,Junco hyemalis,short,0,forest,Woodland
Dark-eyed Junco,Junco hyemalis,short,0,shrubland,Woodland
Dickcissel,Spiza americana,moderate,1,artificial_terrestrial,Grassland
Dickcissel,Spiza americana,moderate,1,grassland,Grassland
Dickcissel,Spiza americana,moderate,1,savanna,Grassland
Double-crested Cormorant,Phalacrocorax auritus,short,0,marine_neritic,Wetland
Double-crested Cormorant,Phalacrocorax auritus,short,0,wetlands_inland,Wetland
Dovekie,Alle alle,withdrawal,1,marine_coastal_supratidal,Ocean
Dovekie,Alle alle,withdrawal,1,marine_intertidal,Ocean
Dovekie,Alle alle,withdrawal,1,marine_neritic,Ocean
Dovekie,Alle alle,withdrawal,1,marine_oceanic,Ocean
Downy Woodpecker,Picoides pubescens,resident,1,artificial_terrestrial,Woodland
Downy Woodpecker,Picoides pubescens,resident,1,forest,Woodland
Dunlin,Calidris alpina,moderate,0,artificial_aquatic_marine,Wetland
Dunlin,Calidris alpina,moderate,0,artificial_terrestrial,Wetland
Dunlin,Calidris alpina,moderate,0,marine_coastal_supratidal,Wetland
Dunlin,Calidris alpina,moderate,0,marine_intertidal,Wetland
Dunlin,Calidris alpina,moderate,0,marine_neritic,Wetland
Dunlin,Calidris alpina,moderate,0,wetlands_inland,Wetland
Dusky Flycatcher,Empidonax oberholseri,moderate,0,forest,Woodland
Dusky Flycatcher,Empidonax oberholseri,moderate,0,shrubland,Woodland
Dusky Grouse,Dendragapus obscurus,resident,1,forest,Woodland
Dusky-capped Flycatcher,Myiarchus tuberculifer,withdrawal,0,artificial_terrestrial,Woodland
Dusky-capped Flycatcher,Myiarchus tuberculifer,withdrawal,0,forest,Woodland
Dusky-capped Flycatcher,Myiarchus tuberculifer,withdrawal,0,wetlands_inland,Woodland
Eared Grebe,Podiceps nigricollis,short,0,artificial_aquatic_marine,Wetland
Eared Grebe,Podiceps nigricollis,short,0,marine_neritic,Wetland
Eared Grebe,Podiceps nigricollis,short,0,wetlands_inland,Wetland
Eastern Bluebird,Sialia sialis,short,0,artificial_terrestrial,Woodland
Eastern Bluebird,Sialia sialis,short,0,forest,Woodland
Eastern Bluebird,Sialia sialis,short,0,shrubland,Woodland
Eastern Bluebird,Sialia sialis,short,0,wetlands_inland,Woodland
Eastern Kingbird,Tyrannus tyrannus,long,1,artificial_terrestrial,Woodland
Eastern Kingbird,Tyrannus tyrannus,long,1,forest,Woodland
Eastern Kingbird,Tyrannus tyrannus,long,1,shrubland,Woodland
Eastern Kingbird,Tyrannus tyrannus,long,1,wetlands_inland,Woodland
Eastern Meadowlark,Sturnella magna,withdrawal,0,artificial_terrestrial,Grassland
Eastern Meadowlark,Sturnella magna,withdrawal,0,grassland,Grassland
Eastern Meadowlark,Sturnella magna,withdrawal,0,shrubland,Grassland
Eastern Phoebe,Sayornis phoebe,short,0,forest,Woodland
Eastern Phoebe,Sayornis phoebe,short,0,shrubland,Woodland
Eastern Screech-Owl,Megascops asio,resident,1,artificial_terrestrial,Woodland
Eastern Screech-Owl,Megascops asio,resident,1,forest,Woodland
Eastern Screech-Owl,Megascops asio,resident,1,shrubland,Woodland
Eastern Towhee,Pipilo erythrophthalmus,short,0,artificial_terrestrial,Shrubland
Eastern Towhee,Pipilo erythrophthalmus,short,0,forest,Shrubland
Eastern Towhee,Pipilo erythrophthalmus,short,0,shrubland,Shrubland
Eastern Whip-poor-will,Antrostomus vociferus,moderate,0,forest,Woodland
Eastern Wood-Pewee,Contopus virens,long,1,forest,Woodland
Eastern Wood-Pewee,Contopus virens,long,1,shrubland,Woodland
Emperor Goose,Chen canagica,moderate,0,grassland,Wetland
Emperor Goose,Chen canagica,moderate,0,marine_coastal_supratidal,Wetland
Emperor Goose,Chen canagica,moderate,0,marine_intertidal,Wetland
Emperor Goose,Chen canagica,moderate,0,marine_neritic,Wetland
Emperor Goose,Chen canagica,moderate,0,wetlands_inland,Wetland
Eurasian Collared-Dove,Streptopelia decaocto,resident,1,artificial_terrestrial,Shrubland
Eurasian Collared-Dove,Streptopelia decaocto,resident,1,shrubland,Shrubland
Eurasian Tree Sparrow,Passer montanus,resident,1,artificial_terrestrial,Various
Eurasian Tree Sparrow,Passer montanus,resident,1,forest,Various
Eurasian Tree Sparrow,Passer montanus,resident,1,shrubland,Various
Eurasian Wigeon,Anas penelope,long,1,grassland,Wetland
Eurasian Wigeon,Anas penelope,long,1,marine_coastal_supratidal,Wetland
Eurasian Wigeon,Anas penelope,long,1,marine_intertidal,Wetland
Eurasian Wigeon,Anas penelope,long,1,marine_neritic,Wetland
Eurasian Wigeon,Anas penelope,long,1,wetlands_inland,Wetland
European Starling,Sturnus vulgaris,withdrawal,1,artificial_aquatic_marine,Various
European Starling,Sturnus vulgaris,withdrawal,1,artificial_terrestrial,Various
European Starling,Sturnus vulgaris,withdrawal,1,forest,Various
European Starling,Sturnus vulgaris,withdrawal,1,grassland,Various
European Starling,Sturnus vulgaris,withdrawal,1,marine_intertidal,Various
European Starling,Sturnus vulgaris,withdrawal,1,shrubland,Various
Evening Grosbeak,Coccothraustes vespertinus,irruptive,0,artificial_terrestrial,Woodland
Evening Grosbeak,Coccothraustes vespertinus,irruptive,0,forest,Woodland
Ferruginous Hawk,Buteo regalis,short,0,artificial_terrestrial,Grassland
Ferruginous Hawk,Buteo regalis,short,0,desert,Grassland
Ferruginous Hawk,Buteo regalis,short,0,grassland,Grassland
Ferruginous Hawk,Buteo regalis,short,0,shrubland,Grassland
Ferruginous Pygmy-Owl,Glaucidium brasilianum,resident,1,artificial_terrestrial,Woodland
Ferruginous Pygmy-Owl,Glaucidium brasilianum,resident,1,forest,Woodland
Ferruginous Pygmy-Owl,Glaucidium brasilianum,resident,1,shrubland,Woodland
Field Sparrow,Spizella pusilla,short,0,artificial_terrestrial,Shrubland
Field Sparrow,Spizella pusilla,short,0,forest,Shrubland
Field Sparrow,Spizella pusilla,short,0,grassland,Shrubland
Field Sparrow,Spizella pusilla,short,0,shrubland,Shrubland
Fish Crow,Corvus ossifragus,withdrawal,1,grassland,Wetland
Fish Crow,Corvus ossifragus,withdrawal,1,marine_intertidal,Wetland
Fish Crow,Corvus ossifragus,withdrawal,1,wetlands_inland,Wetland
Florida Scrub-Jay,Aphelocoma coerulescens,resident,1,shrubland,Shrubland
Forster's Tern,Sterna forsteri,moderate,0,marine_neritic,Wetland
Forster's Tern,Sterna forsteri,moderate,0,wetlands_inland,Wetland
Fox Sparrow,Passerella iliaca,short,0,forest,Shrubland
Fox Sparrow,Passerella iliaca,short,0,shrubland,Shrubland
Franklin's Gull,Leucophaeus pipixcan,long,1,artificial_terrestrial,Wetland
Franklin's Gull,Leucophaeus pipixcan,long,1,marine_coastal_supratidal,Wetland
Franklin's Gull,Leucophaeus pipixcan,long,1,marine_intertidal,Wetland
Franklin's Gull,Leucophaeus pipixcan,long,1,marine_neritic,Wetland
Franklin's Gull,Leucophaeus pipixcan,long,1,marine_oceanic,Wetland
Franklin's Gull,Leucophaeus pipixcan,long,1,wetlands_inland,Wetland
Fulvous Whistling-Duck,Dendrocygna bicolor,withdrawal,1,artificial_terrestrial,Wetland
Fulvous Whistling-Duck,Dendrocygna bicolor,withdrawal,1,wetlands_inland,Wetland
Gadwall,Anas strepera,short,0,wetlands_inland,Wetland
Gambel's Quail,Callipepla gambelii,resident,1,artificial_terrestrial,Shrubland
Gambel's Quail,Callipepla gambelii,resident,1,desert,Shrubland
Gambel's Quail,Callipepla gambelii,resident,1,shrubland,Shrubland
Gila Woodpecker,Melanerpes uropygialis,resident,1,artificial_terrestrial,Woodland
Gila Woodpecker,Melanerpes uropygialis,resident,1,forest,Woodland
Gila Woodpecker,Melanerpes uropygialis,resident,1,shrubland,Woodland
Gilded Flicker,Colaptes chrysoides,resident,1,desert,Woodland
Gilded Flicker,Colaptes chrysoides,resident,1,forest,Woodland
Gilded Flicker,Colaptes chrysoides,resident,1,shrubland,Woodland
Glaucous Gull,Larus hyperboreus,moderate,0,marine_coastal_supratidal,Wetland
Glaucous Gull,Larus hyperboreus,moderate,0,marine_intertidal,Wetland
Glaucous Gull,Larus hyperboreus,moderate,0,marine_neritic,Wetland
Glaucous-winged Gull,Larus glaucescens,short,0,artificial_terrestrial,Wetland
Glaucous-winged Gull,Larus glaucescens,short,0,grassland,Wetland
Glaucous-winged Gull,Larus glaucescens,short,0,marine_coastal_supratidal,Wetland
Glaucous-winged Gull,Larus glaucescens,short,0,marine_intertidal,Wetland
Glaucous-winged Gull,Larus glaucescens,short,0,marine_neritic,Wetland
Glaucous-winged Gull,Larus glaucescens,short,0,rocky,Wetland
Glaucous-winged Gull,Larus glaucescens,short,0,wetlands_inland,Wetland
Glossy Ibis,Plegadis falcinellus,withdrawal,0,marine_coastal_supratidal,Wetland
Glossy Ibis,Plegadis falcinellus,withdrawal,0,wetlands_inland,Wetland
Golden Eagle,Aquila chrysaetos,short,0,desert,Grassland
Golden Eagle,Aquila chrysaetos,short,0,forest,Grassland
Golden Eagle,Aquila chrysaetos,short,0,grassland,Grassland
Golden Eagle,Aquila chrysaetos,short,0,rocky,Grassland
Golden Eagle,Aquila chrysaetos,short,0,shrubland,Grassland
Golden-cheeked Warbler,Setophaga chrysoparia,long,0,forest,Woodland
Golden-cheeked Warbler,Setophaga chrysoparia,long,0,shrubland,Woodland
Golden-crowned Kinglet,Regulus satrapa,short,0,forest,Woodland
Golden-crowned Sparrow,Zonotrichia atricapilla,moderate,0,forest,Shrubland
Golden-crowned Sparrow,Zonotrichia atricapilla,moderate,0,grassland,Shrubland
Golden-crowned Sparrow,Zonotrichia atricapilla,moderate,0,shrubland,Shrubland
Golden-crowned Sparrow,Zonotrichia atricapilla,moderate,0,wetlands_inland,Shrubland
Golden-fronted Woodpecker,Melanerpes aurifrons,resident,1,artificial_terrestrial,Woodland
Golden-fronted Woodpecker,Melanerpes aurifrons,resident,1,forest,Woodland
Golden-fronted Woodpecker,Melanerpes aurifrons,resident,1,grassland,Woodland
Golden-fronted Woodpecker,Melanerpes aurifrons,resident,1,shrubland,Woodland
Golden-winged Warbler,Vermivora chrysoptera,long,0,artificial_terrestrial,Shrubland
Golden-winged Warbler,Vermivora chrysoptera,long,0,forest,Shrubland
Golden-winged Warbler,Vermivora chrysoptera,long,0,grassland,Shrubland
Golden-winged Warbler,Vermivora chrysoptera,long,0,shrubland,Shrubland
Golden-winged Warbler,Vermivora chrysoptera,long,0,wetlands_inland,Shrubland
Grace's Warbler,Setophaga graciae,short,0,forest,Woodland
Grasshopper Sparrow,Ammodramus savannarum,short,0,artificial_terrestrial,Various
Grasshopper Sparrow,Ammodramus savannarum,short,0,grassland,Various
Grasshopper Sparrow,Ammodramus savannarum,short,0,shrubland,Various
Gray Catbird,Dumetella carolinensis,short,0,artificial_terrestrial,Shrubland
Gray Catbird,Dumetella carolinensis,short,0,forest,Shrubland
Gray Catbird,Dumetella carolinensis,short,0,shrubland,Shrubland
Gray Flycatcher,Empidonax wrightii,moderate,0,forest,Various
Gray Flycatcher,Empidonax wrightii,moderate,0,shrubland,Various
Gray Hawk,Buteo plagiatus,withdrawal,0,forest,Woodland
Gray Hawk,Buteo plagiatus,withdrawal,0,savanna,Woodland
Gray Jay,Perisoreus canadensis,resident,1,forest,Woodland
Gray Kingbird,Tyrannus dominicensis,short,1,artificial_terrestrial,Woodland
Gray Kingbird,Tyrannus dominicensis,short,1,forest,Woodland
Gray Kingbird,Tyrannus dominicensis,short,1,grassland,Woodland
Gray Kingbird,Tyrannus dominicensis,short,1,savanna,Woodland
Gray Kingbird,Tyrannus dominicensis,short,1,shrubland,Woodland
Gray Partridge,Perdix perdix,resident,1,artificial_terrestrial,Various
Gray Partridge,Perdix perdix,resident,1,grassland,Various
Gray Partridge,Perdix perdix,resident,1,shrubland,Various
Gray Vireo,Vireo vicinior,moderate,0,forest,Shrubland
Gray Vireo,Vireo vicinior,moderate,0,savanna,Shrubland
Gray Vireo,Vireo vicinior,moderate,0,shrubland,Shrubland
Gray-cheeked Thrush,Catharus minimus,long,1,forest,Woodland
Gray-cheeked Thrush,Catharus minimus,long,1,grassland,Woodland
Gray-cheeked Thrush,Catharus minimus,long,1,shrubland,Woodland
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,moderate,0,grassland,Various
Great Black-backed Gull,Larus marinus,short,0,marine_coastal_supratidal,Wetland
Great Black-backed Gull,Larus marinus,short,0,marine_intertidal,Wetland
Great Black-backed Gull,Larus marinus,short,0,marine_neritic,Wetland
Great Blue Heron,Ardea herodias,short,0,forest,Wetland
Great Blue Heron,Ardea herodias,short,0,marine_intertidal,Wetland
Great Blue Heron,Ardea herodias,short,0,wetlands_inland,Wetland
Great Cormorant,Phalacrocorax carbo,short,0,forest,Wetland
Great Cormorant,Phalacrocorax carbo,short,0,marine_coastal_supratidal,Wetland
Great Cormorant,Phalacrocorax carbo,short,0,marine_neritic,Wetland
Great Cormorant,Phalacrocorax carbo,short,0,wetlands_inland,Wetland
Great Crested Flycatcher,Myiarchus crinitus,moderate,0,artificial_terrestrial,Woodland
Great Crested Flycatcher,Myiarchus crinitus,moderate,0,forest,Woodland
Great Crested Flycatcher,Myiarchus crinitus,moderate,0,wetlands_inland,Woodland
Great Egret,Ardea alba,short,0,artificial_aquatic_marine,Wetland
Great Egret,Ardea alba,short,0,grassland,Wetland
Great Egret,Ardea alba,short,0,marine_intertidal,Wetland
Great Egret,Ardea alba,short,0,wetlands_inland,Wetland
Great Gray Owl,Strix nebulosa,resident,1,artificial_terrestrial,Woodland
Great Gray Owl,Strix nebulosa,resident,1,forest,Woodland
Great Gray Owl,Strix nebulosa,resident,1,grassland,Woodland
Great Gray Owl,Strix nebulosa,resident,1,shrubland,Woodland
Great Gray Owl,Strix nebulosa,resident,1,wetlands_inland,Woodland
Great Horned Owl,Bubo virginianus,resident,1,forest,Woodland
Great Horned Owl,Bubo virginianus,resident,1,shrubland,Woodland
Great Kiskadee,Pitangus sulphuratus,resident,1,artificial_terrestrial,Woodland
Great Kiskadee,Pitangus sulphuratus,resident,1,forest,Woodland
Great Kiskadee,Pitangus sulphuratus,resident,1,grassland,Woodland
Great Kiskadee,Pitangus sulphuratus,resident,1,shrubland,Woodland
Greater Prairie-Chicken,Tympanuchus cupido,resident,1,forest,Grassland
Greater Prairie-Chicken,Tympanuchus cupido,resident,1,grassland,Grassland
Greater Roadrunner,Geococcyx californianus,resident,1,desert,Shrubland
Greater Roadrunner,Geococcyx californianus,resident,1,grassland,Shrubland
Greater Roadrunner,Geococcyx californianus,resident,1,shrubland,Shrubland
Greater Sage-Grouse,Centrocercus urophasianus,resident,1,shrubland,Shrubland
Greater Scaup,Aythya marila,moderate,0,grassland,Wetland
Greater Scaup,Aythya marila,moderate,0,marine_neritic,Wetland
Greater Scaup,Aythya marila,moderate,0,wetlands_inland,Wetland
Greater White-fronted Goose,Anser albifrons,moderate,0,artificial_terrestrial,Wetland
Greater White-fronted Goose,Anser albifrons,moderate,0,grassland,Wetland
Greater White-fronted Goose,Anser albifrons,moderate,0,marine_coastal_supratidal,Wetland
Greater White-fronted Goose,Anser albifrons,moderate,0,marine_neritic,Wetland
Greater White-fronted Goose,Anser albifrons,moderate,0,wetlands_inland,Wetland
Greater Yellowlegs,Tringa melanoleuca,moderate,0,artificial_aquatic_marine,Wetland
Greater Yellowlegs,Tringa melanoleuca,moderate,0,forest,Wetland
Greater Yellowlegs,Tringa melanoleuca,moderate,0,marine_coastal_supratidal,Wetland
Greater Yellowlegs,Tringa melanoleuca,moderate,0,marine_intertidal,Wetland
Greater Yellowlegs,Tringa melanoleuca,moderate,0,shrubland,Wetland
Greater Yellowlegs,Tringa melanoleuca,moderate,0,wetlands_inland,Wetland
Great-tailed Grackle,Quiscalus mexicanus,withdrawal,0,artificial_terrestrial,Various
Great-tailed Grackle,Quiscalus mexicanus,withdrawal,0,forest,Various
Great-tailed Grackle,Quiscalus mexicanus,withdrawal,0,grassland,Various
Great-tailed Grackle,Quiscalus mexicanus,withdrawal,0,wetlands_inland,Various
Green Heron,Butorides virescens,short,0,forest,Wetland
Green Heron,Butorides virescens,short,0,wetlands_inland,Wetland
Green Jay,Cyanocorax yncas,resident,1,artificial_terrestrial,Woodland
Green Jay,Cyanocorax yncas,resident,1,forest,Woodland
Green Jay,Cyanocorax yncas,resident,1,savanna,Woodland
Green Jay,Cyanocorax yncas,resident,1,shrubland,Woodland
Green Kingfisher,Chloroceryle americana,resident,1,artificial_aquatic_marine,Wetland
Green Kingfisher,Chloroceryle americana,resident,1,artificial_terrestrial,Wetland
Green Kingfisher,Chloroceryle americana,resident,1,forest,Wetland
Green Kingfisher,Chloroceryle americana,resident,1,marine_coastal_supratidal,Wetland
Green Kingfisher,Chloroceryle americana,resident,1,marine_intertidal,Wetland
Green Kingfisher,Chloroceryle americana,resident,1,wetlands_inland,Wetland
Green-tailed Towhee,Pipilo chlorurus,short,0,forest,Shrubland
Green-tailed Towhee,Pipilo chlorurus,short,0,shrubland,Shrubland
Green-winged Teal,Anas crecca,short,0,wetlands_inland,Wetland
Groove-billed Ani,Crotophaga sulcirostris,withdrawal,0,artificial_terrestrial,Shrubland
Groove-billed Ani,Crotophaga sulcirostris,withdrawal,0,grassland,Shrubland
Groove-billed Ani,Crotophaga sulcirostris,withdrawal,0,shrubland,Shrubland
Groove-billed Ani,Crotophaga sulcirostris,withdrawal,0,wetlands_inland,Shrubland
Gull-billed Tern,Gelochelidon nilotica,moderate,0,artificial_aquatic_marine,Wetland
Gull-billed Tern,Gelochelidon nilotica,moderate,0,marine_coastal_supratidal,Wetland
Gull-billed Tern,Gelochelidon nilotica,moderate,0,marine_intertidal,Wetland
