COMMON_NAME,SCIENTIFIC_NAME,IUCN_category,TipLabel
Ash-breasted Antbird,Myrmoborus lugubris,VU,Myrmoborus_lugubris
Bare-crowned Antbird,Gymnocichla nudiceps,LC,Gymnocichla_nudiceps
White-backed Fire-eye,Pyriglena leuconota,LC,Pyriglena_leuconota
White-shouldered Fire-eye,Pyriglena leucoptera,LC,Pyriglena_leucoptera
Fringe-backed Fire-eye,Pyriglena atra,EN,Pyriglena_atra
Slender Antbird,Rhopornis ardesiacus,EN,Rhopornis_ardesiacus
Black-headed Antbird,Percnostola rufifrons,LC,Percnostola_rufifrons
Allpahuayo Antbird,Percnostola arenarum,VU,Percnostola_arenarum
White-shouldered Antbird,Akletos melanoceps,LC,Myrmeciza_melanoceps
Goeldi's Antbird,Akletos goeldii,LC,Myrmeciza_goeldii
Sooty Antbird,Hafferia fortis,LC,Myrmeciza_fortis
Southern Wing-banded Antbird,Myrmornis torquata,LC,Myrmornis_torquata
Spot-winged Antshrike,Pygiptila stellaris,LC,Pygiptila_stellaris
Western Russet Antshrike,Thamnistes anabatinus,LC,Thamnistes_anabatinus
Chestnut-belted Gnateater,Conopophaga aurita,LC,Conopophaga_aurita
Black-cheeked Gnateater,Conopophaga melanops,LC,Conopophaga_melanops
Rufous Gnateater,Conopophaga lineata,LC,Conopophaga_lineata
Ceara Gnateater,Conopophaga cearae,LC,Conopophaga_cearae
Hooded Gnateater,Conopophaga roberti,LC,Conopophaga_roberti
Ash-throated Gnateater,Conopophaga peruviana,LC,Conopophaga_peruviana
Slaty Gnateater,Conopophaga ardesiaca,LC,Conopophaga_ardesiaca
Chestnut-crowned Gnateater,Conopophaga castaneiceps,LC,Conopophaga_castaneiceps
Black-bellied Gnateater,Conopophaga melanogaster,LC,Conopophaga_melanogaster
Black-crowned Pittasoma,Pittasoma michleri,LC,Pittasoma_michleri
Rufous-crowned Pittasoma,Pittasoma rufopileatum,NT,Pittasoma_rufopileatum
Collared Crescentchest,Melanopareia torquata,LC,Melanopareia_torquata
Olive-crowned Crescentchest,Melanopareia maximiliani,LC,Melanopareia_maximiliani
Maranon Crescentchest,Melanopareia maranonica,NT,Melanopareia_maranonica
Elegant Crescentchest,Melanopareia elegans,LC,Melanopareia_elegans
Undulated Antpitta,Grallaria squamigera,LC,Grallaria_squamigera
Giant Antpitta,Grallaria gigantea,VU,Grallaria_gigantea
Great Antpitta,Grallaria excelsa,VU,Grallaria_excelsa
Variegated Antpitta,Grallaria varia,LC,Grallaria_varia
Moustached Antpitta,Grallaria alleni,VU,Grallaria_alleni
Tachira Antpitta,Grallaria chthonia,CR,Grallaria_chthonia
Scaled Antpitta,Grallaria guatimalensis,LC,Grallaria_guatimalensis
Plain-backed Antpitta,Grallaria haplonota,LC,Grallaria_haplonota
Ochre-striped Antpitta,Grallaria dignissima,LC,Grallaria_dignissima
Elusive Antpitta,Grallaria eludens,LC,Grallaria_eludens
Chestnut-crowned Antpitta,Grallaria ruficapilla,LC,Grallaria_ruficapilla
Watkins's Antpitta,Grallaria watkinsi,NT,Grallaria_watkinsi
Santa Marta Antpitta,Grallaria bangsi,VU,Grallaria_bangsi
Cundinamarca Antpitta,Grallaria kaestneri,EN,Grallaria_kaestneri
Stripe-headed Antpitta,Grallaria andicolus,LC,Grallaria_andicolus
Grey-naped Antpitta,Grallaria griseonucha,LC,Grallaria_griseonucha
Bicolored Antpitta,Grallaria rufocinerea,VU,Grallaria_rufocinerea
Jocotoco Antpitta,Grallaria ridgelyi,EN,Grallaria_ridgelyi
Chestnut-naped Antpitta,Grallaria nuchalis,LC,Grallaria_nuchalis
Pale-billed Antpitta,Grallaria carrikeri,NT,Grallaria_carrikeri
White-throated Antpitta,Grallaria albigula,LC,Grallaria_albigula
Yellow-breasted Antpitta,Grallaria flavotincta,LC,Grallaria_flavotincta
White-bellied Antpitta,Grallaria hypoleuca,LC,Grallaria_hypoleuca
Rusty-tinged Antpitta,Grallaria przewalskii,VU,Grallaria_przewalskii
Bay Antpitta,Grallaria capitalis,LC,Grallaria_capitalis
Red-and-white Antpitta,Grallaria erythroleuca,LC,Grallaria_erythroleuca
Rufous Antpitta,Grallaria rufula,LC,Grallaria_rufula
Chestnut Antpitta,Grallaria blakei,NT,Grallaria_blakei
Western Tawny Antpitta,Grallaria quitensis,LC,Grallaria_quitensis
Brown-banded Antpitta,Grallaria milleri,VU,Grallaria_milleri
Rufous-faced Antpitta,Grallaria erythrotis,LC,Grallaria_erythrotis
Streak-chested Antpitta,Hylopezus perspicillatus,LC,Hylopezus_perspicillatus
Spotted Antpitta,Hylopezus macularius,LC,Hylopezus_macularius
Masked Antpitta,Hylopezus auricularis,VU,Hylopezus_auricularis
Thicket Antpitta,Hylopezus dives,LC,Hylopezus_dives
White-lored Antpitta,Hylopezus fulviventris,LC,Hylopezus_fulviventris
Amazonian Antpitta,Hylopezus berlepschi,LC,Hylopezus_berlepschi
White-browed Antpitta,Hylopezus ochroleucus,NT,Hylopezus_ochroleucus
Speckle-breasted Antpitta,Hylopezus nattereri,LC,Hylopezus_nattereri
Thrush-like Antpitta,Myrmothera campanisona,LC,Myrmothera_campanisona
Tepui Antpitta,Myrmothera simplex,LC,Myrmothera_simplex
Ochre-breasted Antpitta,Grallaricula flavirostris,NT,Grallaricula_flavirostris
Scallop-breasted Antpitta,Grallaricula loricata,NT,Grallaricula_loricata
Hooded Antpitta,Grallaricula cucullata,VU,Grallaricula_cucullata
Peruvian Antpitta,Grallaricula peruviana,NT,Grallaricula_peruviana
Ochre-fronted Antpitta,Grallaricula ochraceifrons,EN,Grallaricula_ochraceifrons
Rusty-breasted Antpitta,Grallaricula ferrugineipectus,LC,Grallaricula_ferrugineipectus
Slate-crowned Antpitta,Grallaricula nana,LC,Grallaricula_nana
Crescent-faced Antpitta,Grallaricula lineifrons,NT,Grallaricula_lineifrons
Chestnut-throated Huet-huet,Pteroptochos castaneus,LC,Pteroptochos_castaneus
Black-throated Huet-huet,Pteroptochos tarnii,LC,Pteroptochos_tarnii
Moustached Turca,Pteroptochos megapodius,LC,Pteroptochos_megapodius
White-throated Tapaculo,Scelorchilus albicollis,LC,Scelorchilus_albicollis
Chucao Tapaculo,Scelorchilus rubecula,LC,Scelorchilus_rubecula
Rusty-belted Tapaculo,Liosceles thoracicus,LC,Liosceles_thoracicus
Spotted Bamboowren,Psilorhamphus guttatus,NT,Psilorhamphus_guttatus
Ocellated Tapaculo,Acropternis orthonyx,LC,Acropternis_orthonyx
Crested Gallito,Rhinocrypta lanceolata,LC,Rhinocrypta_lanceolata
Sandy Gallito,Teledromas fuscus,LC,Teledromas_fuscus
Bahia Tapaculo,Eleoscytalopus psychopompus,EN,Eleoscytalopus_psychopompus
White-breasted Tapaculo,Eleoscytalopus indigoticus,NT,Eleoscytalopus_indigoticus
Slaty Bristlefront,Merulaxis ater,NT,Merulaxis_ater
Stresemann's Bristlefront,Merulaxis stresemanni,CR,Merulaxis_stresemanni
Ash-colored Tapaculo,Myornis senilis,LC,Myornis_senilis
Ochre-flanked Tapaculo,Eugralla paradoxa,LC,Eugralla_paradoxa
Blackish Tapaculo,Scytalopus latrans,LC,Scytalopus_latrans
Unicolored Tapaculo,Scytalopus unicolor,LC,Scytalopus_unicolor
Trilling Tapaculo,Scytalopus parvirostris,LC,Scytalopus_parvirostris
Brasilia Tapaculo,Scytalopus novacapitalis,EN,Scytalopus_novacapitalis
Planalto Tapaculo,Scytalopus pachecoi,LC,Scytalopus_pachecoi
Mouse-colored Tapaculo,Scytalopus speluncae,LC,Scytalopus_speluncae
Marsh Tapaculo,Scytalopus iraiensis,EN,Scytalopus_iraiensis
Large-footed Tapaculo,Scytalopus macropus,LC,Scytalopus_macropus
Santa Marta Tapaculo,Scytalopus sanctaemartae,LC,Scytalopus_sanctaemartae
Long-tailed Tapaculo,Scytalopus micropterus,LC,Scytalopus_micropterus
Rufous-vented Tapaculo,Scytalopus femoralis,LC,Scytalopus_femoralis
White-crowned Tapaculo,Scytalopus atratus,LC,Scytalopus_atratus
Bolivian Tapaculo,Scytalopus bolivianus,LC,Scytalopus_bolivianus
Silvery-fronted Tapaculo,Scytalopus argentifrons,LC,Scytalopus_argentifrons
Tacarcuna Tapaculo,Scytalopus panamensis,VU,Scytalopus_panamensis
Choco Tapaculo,Scytalopus chocoensis,LC,Scytalopus_chocoensis
Magdalena Tapaculo,Scytalopus rodriguezi,EN,Scytalopus_rodriguezi
Stiles's Tapaculo,Scytalopus stilesi,LC,Scytalopus_stilesi
Ecuadorian Tapaculo,Scytalopus robbinsi,EN,Scytalopus_robbinsi
Narino Tapaculo,Scytalopus vicinior,LC,Scytalopus_vicinior
Brown-rumped Tapaculo,Scytalopus latebricola,NT,Scytalopus_latebricola
Merida Tapaculo,Scytalopus meridanus,LC,Scytalopus_meridanus
Caracas Tapaculo,Scytalopus caracae,LC,Scytalopus_caracae
Spillmann's Tapaculo,Scytalopus spillmanni,LC,Scytalopus_spillmanni
Chusquea Tapaculo,Scytalopus parkeri,LC,Scytalopus_parkeri
Magellanic Tapaculo,Scytalopus magellanicus,LC,Scytalopus_magellanicus
Pale-bellied Tapaculo,Scytalopus griseicollis,LC,Scytalopus_griseicollis
Neblina Tapaculo,Scytalopus altirostris,LC,Scytalopus_altirostris
Ancash Tapaculo,Scytalopus affinis,LC,Scytalopus_affinis
Vilcabamba Tapaculo,Scytalopus urubambae,LC,Scytalopus_urubambae
Puna Tapaculo,Scytalopus simonsi,LC,Scytalopus_simonsi
Zimmer's Tapaculo,Scytalopus zimmeri,LC,Scytalopus_zimmeri
Tschudi's Tapaculo,Scytalopus acutirostris,LC,Scytalopus_acutirostris
White-browed Tapaculo,Scytalopus superciliaris,LC,Scytalopus_superciliaris
Dusky Tapaculo,Scytalopus fuscus,LC,Scytalopus_fuscus
Paramo Tapaculo,Scytalopus opacus,LC,Scytalopus_canus
Paramillo Tapaculo,Scytalopus canus,EN,Scytalopus_canus
Diademed Tapaculo,Scytalopus schulenbergi,LC,Scytalopus_schulenbergi
Rufous-capped Antthrush,Formicarius colma,LC,Formicarius_colma
Mayan Antthrush,Formicarius moniliger,LC,Formicarius_moniliger
Black-faced Antthrush,Formicarius analis,LC,Formicarius_analis
Rufous-fronted Antthrush,Formicarius rufifrons,NT,Formicarius_rufifrons
Black-headed Antthrush,Formicarius nigricapillus,LC,Formicarius_nigricapillus
Rufous-breasted Antthrush,Formicarius rufipectus,LC,Formicarius_rufipectus
Short-tailed Antthrush,Chamaeza campanisona,LC,Chamaeza_campanisona
Striated Antthrush,Chamaeza nobilis,LC,Chamaeza_nobilis
Cryptic Antthrush,Chamaeza meruloides,LC,Chamaeza_meruloides
Scalloped Antthrush,Chamaeza turdina,LC,Chamaeza_turdina
Rufous-tailed Antthrush,Chamaeza ruficauda,LC,Chamaeza_ruficauda
Barred Antthrush,Chamaeza mollissima,LC,Chamaeza_mollissima
Tawny-throated Leaftosser,Sclerurus mexicanus,LC,Sclerurus_mexicanus
Short-billed Leaftosser,Sclerurus rufigularis,LC,Sclerurus_rufigularis
Scaly-throated Leaftosser,Sclerurus guatemalensis,LC,Sclerurus_guatemalensis
Black-tailed Leaftosser,Sclerurus caudacutus,LC,Sclerurus_caudacutus
Grey-throated Leaftosser,Sclerurus albigularis,NT,Sclerurus_albigularis
Rufous-breasted Leaftosser,Sclerurus scansor,LC,Sclerurus_scansor
Coastal Miner,Geositta peruviana,LC,Geositta_peruviana
Slender-billed Miner,Geositta tenuirostris,LC,Geositta_tenuirostris
Common Miner,Geositta cunicularia,LC,Geositta_cunicularia
Puna Miner,Geositta punensis,LC,Geositta_punensis
Campo Miner,Geositta poeciloptera,VU,Geositta_poeciloptera
Thick-billed Miner,Geositta crassirostris,LC,Geositta_crassirostris
Rufous-banded Miner,Geositta rufipennis,LC,Geositta_rufipennis
Greyish Miner,Geositta maritima,LC,Geositta_maritima
Short-billed Miner,Geositta antarctica,LC,Geositta_antarctica
Dark-winged Miner,Geositta saxicolina,LC,Geositta_saxicolina
Creamy-rumped Miner,Geositta isabellina,LC,Geositta_isabellina
Spot-throated Woodcreeper,Certhiasomus stictolaemus,LC,Deconychura_stictolaema
Northern Long-tailed Woodcreeper,Deconychura longicauda,LC,Deconychura_longicauda
Eastern Olivaceous Woodcreeper,Sittasomus griseicapillus,LC,Sittasomus_griseicapillus
Tyrannine Woodcreeper,Dendrocincla tyrannina,LC,Dendrocincla_tyrannina
White-chinned Woodcreeper,Dendrocincla merula,LC,Dendrocincla_merula
Ruddy Woodcreeper,Dendrocincla homochroa,LC,Dendrocincla_homochroa
Tawny-winged Woodcreeper,Dendrocincla anabatina,LC,Dendrocincla_anabatina
Plain-brown Woodcreeper,Dendrocincla fuliginosa,LC,Dendrocincla_fuliginosa
Plain-winged Woodcreeper,Dendrocincla turdina,LC,Dendrocincla_turdina
Wedge-billed Woodcreeper,Glyphorynchus spirurus,LC,Glyphorynchus_spirurus
Cinnamon-throated Woodcreeper,Dendrexetastes rufigula,LC,Dendrexetastes_rufigula
Long-billed Woodcreeper,Nasica longirostris,LC,Nasica_longirostris
Western Barred Woodcreeper,Dendrocolaptes sanctithomae,LC,Dendrocolaptes_sanctithomae
Amazonian Barred Woodcreeper,Dendrocolaptes certhia,LC,Dendrocolaptes_certhia
Hoffmanns's Woodcreeper,Dendrocolaptes hoffmannsi,VU,Dendrocolaptes_hoffmannsi
Black-banded Woodcreeper,Dendrocolaptes picumnus,LC,Dendrocolaptes_picumnus
Planalto Woodcreeper,Dendrocolaptes platyrostris,LC,Dendrocolaptes_platyrostris
Red-billed Woodcreeper,Hylexetastes perrotii,LC,Hylexetastes_perrotii
Bar-bellied Woodcreeper,Hylexetastes stresemanni,LC,Hylexetastes_stresemanni
White-throated Woodcreeper,Xiphocolaptes albicollis,LC,Xiphocolaptes_albicollis
Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,LC,Xiphocolaptes_promeropirhynchus
Moustached Woodcreeper,Xiphocolaptes falcirostris,VU,Xiphocolaptes_falcirostris
Great Rufous Woodcreeper,Xiphocolaptes major,LC,Xiphocolaptes_major
Striped Woodcreeper,Xiphorhynchus obsoletus,LC,Xiphorhynchus_obsoletus
Lesser Woodcreeper,Xiphorhynchus fuscus,LC,Xiphorhynchus_fuscus
Chestnut-rumped Woodcreeper,Xiphorhynchus pardalotus,LC,Xiphorhynchus_pardalotus
Ocellated Woodcreeper,Xiphorhynchus ocellatus,LC,Xiphorhynchus_ocellatus
Elegant Woodcreeper,Xiphorhynchus elegans,LC,Xiphorhynchus_elegans
Spix's Woodcreeper,Xiphorhynchus spixii,LC,Xiphorhynchus_spixii
Cocoa Woodcreeper,Xiphorhynchus susurrans,LC,Xiphorhynchus_susurrans
Buff-throated Woodcreeper,Xiphorhynchus guttatus,LC,Xiphorhynchus_guttatus
Ivory-billed Woodcreeper,Xiphorhynchus flavigaster,LC,Xiphorhynchus_flavigaster
Black-striped Woodcreeper,Xiphorhynchus lachrymosus,LC,Xiphorhynchus_lachrymosus
Northern Spotted Woodcreeper,Xiphorhynchus erythropygius,LC,Xiphorhynchus_erythropygius
Olive-backed Woodcreeper,Xiphorhynchus triangularis,LC,Xiphorhynchus_triangularis
Straight-billed Woodcreeper,Dendroplex picus,LC,Dendroplex_picus
Zimmer's Woodcreeper,Dendroplex kienerii,NT,Dendroplex_kienerii
Black-billed Scythebill,Campylorhamphus falcularius,LC,Campylorhamphus_falcularius
Brown-billed Scythebill,Campylorhamphus pusillus,LC,Campylorhamphus_pusillus
Red-billed Scythebill,Campylorhamphus trochilirostris,LC,Campylorhamphus_trochilirostris
Curve-billed Scythebill,Campylorhamphus procurvoides,LC,Campylorhamphus_procurvoides
Greater Scythebill,Drymotoxeres pucheranii,NT,Campylorhamphus_pucherani
Scimitar-billed Woodcreeper,Drymornis bridgesii,LC,Drymornis_bridgesii
Narrow-billed Woodcreeper,Lepidocolaptes angustirostris,LC,Lepidocolaptes_angustirostris
Lineated Woodcreeper,Lepidocolaptes albolineatus,LC,Lepidocolaptes_albolineatus
Streak-headed Woodcreeper,Lepidocolaptes souleyetii,LC,Lepidocolaptes_souleyetii
Scaled Woodcreeper,Lepidocolaptes squamatus,LC,Lepidocolaptes_squamatus
Scalloped Woodcreeper,Lepidocolaptes falcinellus,LC,Lepidocolaptes_falcinellus
Montane Woodcreeper,Lepidocolaptes lacrymiger,LC,Lepidocolaptes_lacrymiger
White-striped Woodcreeper,Lepidocolaptes leucogaster,LC,Lepidocolaptes_leucogaster
Northern Spot-crowned Woodcreeper,Lepidocolaptes affinis,LC,Lepidocolaptes_affinis
Plain Xenops,Xenops genibarbis,LC,Xenops_minutus
White-throated Xenops,Xenops minutus,LC,Xenops_minutus
Streaked Xenops,Xenops rutilus,LC,Xenops_rutilans
Slender-billed Xenops,Xenops tenuirostris,LC,Xenops_tenuirostris
Palmcreeper,Berlepschia rikeri,LC,Berlepschia_rikeri
Rufous-tailed Xenops,Microxenops milleri,LC,Xenops_milleri
White-throated Treerunner,Pygarrhichas albogularis,LC,Pygarrhichas_albogularis
Rock Earthcreeper,Ochetorhynchus andaecola,LC,Ochetorhynchus_andaecola
Straight-billed Earthcreeper,Ochetorhynchus ruficaudus,LC,Ochetorhynchus_ruficaudus
Band-tailed Earthcreeper,Ochetorhynchus phoenicurus,LC,Ochetorhynchus_phoenicurus
Buffy Tuftedcheek,Pseudocolaptes lawrencii,LC,Pseudocolaptes_lawrencii
Pacific Tuftedcheek,Pseudocolaptes johnsoni,LC,Pseudocolaptes_johnsoni
Streaked Tuftedcheek,Pseudocolaptes boissonneauii,LC,Pseudocolaptes_boissonneautii
Rusty-winged Barbtail,Premnornis guttuliger,LC,Premnornis_guttuligera
Bolivian Earthcreeper,Tarphonomus harterti,LC,Tarphonomus_harterti
Chaco Earthcreeper,Tarphonomus certhioides,LC,Tarphonomus_certhioides
Pale-billed Hornero,Furnarius torridus,LC,Furnarius_torridus
Wing-banded Hornero,Furnarius figulus,LC,Furnarius_figulus
Pale-legged Hornero,Furnarius leucopus,LC,Furnarius_leucopus
Caribbean Hornero,Furnarius longirostris,LC,Furnarius_longirostris
Pacific Hornero,Furnarius cinnamomeus,LC,Furnarius_cinnamomeus
Lesser Hornero,Furnarius minor,LC,Furnarius_minor
Rufous Hornero,Furnarius rufus,LC,Furnarius_rufus
Crested Hornero,Furnarius cristatus,LC,Furnarius_cristatus
Streamcreeper,Lochmias nematura,LC,Lochmias_nematura
Wren-like Rushbird,Phleocryptes melanops,LC,Phleocryptes_melanops
Curve-billed Reedhaunter,Limnornis curvirostris,LC,Limnornis_curvirostris
Striated Earthcreeper,Geocerthia serrana,LC,Upucerthia_serrana
Forest Earthcreeper,Upucerthia saturatior,LC,Upucerthia_saturatior
Scale-throated Earthcreeper,Upucerthia dumetaria,LC,Upucerthia_dumetaria
White-throated Earthcreeper,Upucerthia albigula,LC,Upucerthia_albigula
Buff-breasted Earthcreeper,Upucerthia validirostris,LC,Upucerthia_validirostris
Long-tailed Cinclodes,Cinclodes pabsti,NT,Cinclodes_pabsti
Buff-winged Cinclodes,Cinclodes fuscus,LC,Cinclodes_fuscus
Blackish Cinclodes,Cinclodes antarcticus,NT,Cinclodes_antarcticus
Cordoba Cinclodes,Cinclodes comechingonus,LC,Cinclodes_comechingonus
Chestnut-winged Cinclodes,Cinclodes albidiventris,LC,Cinclodes_albidiventris
Olrog's Cinclodes,Cinclodes olrogi,LC,Cinclodes_olrogi
Cream-winged Cinclodes,Cinclodes albiventris,LC,Cinclodes_albiventris
Grey-flanked Cinclodes,Cinclodes oustaleti,LC,Cinclodes_oustaleti
Stout-billed Cinclodes,Cinclodes excelsior,LC,Cinclodes_excelsior
Royal Cinclodes,Cinclodes aricomae,CR,Cinclodes_aricomae
White-bellied Cinclodes,Cinclodes palliatus,CR,Cinclodes_palliatus
White-winged Cinclodes,Cinclodes atacamensis,LC,Cinclodes_atacamensis
Dark-bellied Cinclodes,Cinclodes patagonicus,LC,Cinclodes_patagonicus
Surf Cinclodes,Cinclodes taczanowskii,LC,Cinclodes_taczanowskii
Seaside Cinclodes,Cinclodes nigrofumosus,LC,Cinclodes_nigrofumosus
Dusky-cheeked Foliage-gleaner,Anabazenops dorsalis,LC,Anabazenops_dorsalis
White-collared Foliage-gleaner,Anabazenops fuscus,LC,Anabazenops_fuscus
Great Xenops,Megaxenops parnaguae,LC,Megaxenops_parnaguae
Large Pale-browed Treehunter,Cichlocolaptes leucophrus,LC,Cichlocolaptes_leucophrus
Sharp-billed Treehunter,Heliobletus contaminatus,LC,Heliobletus_contaminatus
Alagoas Foliage-gleaner,Philydor novaesi,CR,Philydor_novaesi
Black-capped Foliage-gleaner,Philydor atricapillus,LC,Philydor_atricapillus
Cinnamon-rumped Foliage-gleaner,Philydor pyrrhodes,LC,Philydor_pyrrhodes
Slaty-winged Foliage-gleaner,Philydor fuscipenne,LC,Philydor_fuscipenne
Rufous-rumped Foliage-gleaner,Philydor erythrocercum,LC,Philydor_erythrocercum
Chestnut-winged Foliage-gleaner,Philydor erythropterum,LC,Philydor_erythropterum
Buff-fronted Foliage-gleaner,Philydor rufum,LC,Philydor_rufum
Montane Foliage-gleaner,Anabacerthia striaticollis,LC,Anabacerthia_striaticollis
White-browed Foliage-gleaner,Anabacerthia amaurotis,NT,Anabacerthia_amaurotis
Ochre-breasted Foliage-gleaner,Anabacerthia lichtensteini,LC,Philydor_lichtensteini
Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,LC,Anabacerthia_variegaticeps
Rufous-tailed Foliage-gleaner,Anabacerthia ruficaudata,LC,Philydor_ruficaudatum
Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata,LC,Syndactyla_rufosuperciliata
Russet-mantled Foliage-gleaner,Syndactyla dimidiata,LC,Syndactyla_dimidiata
White-throated Foliage-gleaner,Syndactyla roraimae,LC,Syndactyla_roraimae
Lineated Foliage-gleaner,Syndactyla subalaris,LC,Syndactyla_subalaris
Rufous-necked Foliage-gleaner,Syndactyla ruficollis,VU,Syndactyla_ruficollis
Guttulate Foliage-gleaner,Syndactyla guttulata,LC,Syndactyla_guttulata
Peruvian Recurvebill,Syndactyla ucayalae,NT,Simoxenops_ucayalae
Bolivian Recurvebill,Syndactyla striata,LC,Simoxenops_striatus
Chestnut-winged Hookbill,Ancistrops strigilatus,LC,Ancistrops_strigilatus
Chestnut-capped Foliage-gleaner,Clibanornis rectirostris,LC,Hylocryptus_rectirostris
Canebrake Groundcreeper,Clibanornis dendrocolaptoides,NT,Clibanornis_dendrocolaptoides
Henna-hooded Foliage-gleaner,Clibanornis erythrocephalus,VU,Hylocryptus_erythrocephalus
Ruddy Foliage-gleaner,Clibanornis rubiginosus,LC,Automolus_rubiginosus
Uniform Treehunter,Thripadectes ignobilis,LC,Thripadectes_ignobilis
Flammulated Treehunter,Thripadectes flammulatus,LC,Thripadectes_flammulatus
Rufous-backed Treehunter,Thripadectes scrutator,LC,Thripadectes_scrutator
Striped Treehunter,Thripadectes holostictus,LC,Thripadectes_holostictus
Streak-capped Treehunter,Thripadectes virgaticeps,LC,Thripadectes_virgaticeps
Black-billed Treehunter,Thripadectes melanorhynchus,LC,Thripadectes_melanorhynchus
Streak-breasted Treehunter,Thripadectes rufobrunneus,LC,Thripadectes_rufobrunneus
Chestnut-crowned Foliage-gleaner,Automolus rufipileatus,LC,Automolus_rufipileatus
Brown-rumped Foliage-gleaner,Automolus melanopezus,LC,Automolus_melanopezus
Western Woodhaunter,Automolus virgatus,LC,Hyloctistes_virgatus
Buff-throated Foliage-gleaner,Automolus ochrolaemus,LC,Automolus_ochrolaemus
Olive-backed Foliage-gleaner,Automolus infuscatus,LC,Automolus_infuscatus
White-eyed Foliage-gleaner,Automolus leucophthalmus,LC,Automolus_leucophthalmus
Spotted Barbtail,Premnoplex brunnescens,LC,Premnoplex_brunnescens
White-throated Barbtail,Premnoplex tatei,EN,Premnoplex_tatei
Ruddy Treerunner,Margarornis rubiginosus,LC,Margarornis_rubiginosus
Fulvous-dotted Treerunner,Margarornis stellatus,NT,Margarornis_stellatus
Pearled Treerunner,Margarornis squamiger,LC,Margarornis_squamiger
Beautiful Treerunner,Margarornis bellulus,NT,Margarornis_bellulus
Thorn-tailed Rayadito,Aphrastura spinicauda,LC,Aphrastura_spinicauda
Masafuera Rayadito,Aphrastura masafucrae,CR,Aphrastura_masafuerae
Des Murs's Wiretail,Sylviorthorhynchus desmurii,LC,Sylviorthorhynchus_desmursii
Tawny Tit-spinetail,Sylviorthorhynchus yanacensis,NT,Leptasthenura_yanacensis
White-browed Tit-spinetail,Leptasthenura xenothorax,EN,Leptasthenura_xenothorax
Araucaria Tit-spinetail,Leptasthenura setaria,NT,Leptasthenura_setaria
Tufted Tit-spinetail,Leptasthenura platensis,LC,Leptasthenura_platensis
Striolated Tit-spinetail,Leptasthenura striolata,LC,Leptasthenura_striolata
Rusty-crowned Tit-spinetail,Leptasthenura pileata,LC,Leptasthenura_pileata
Streaked Tit-spinetail,Leptasthenura striata,LC,Leptasthenura_striata
Brown-capped Tit-spinetail,Leptasthenura fuliginiceps,LC,Leptasthenura_fuliginiceps
Plain-mantled Tit-spinetail,Leptasthenura aegithaloides,LC,Leptasthenura_aegithaloides
Andean Tit-spinetail,Leptasthenura andicola,LC,Leptasthenura_andicola
Plain Thornbird,Phacellodomus inornatus,LC,Phacellodomus_inornatus
Rufous-fronted Thornbird,Phacellodomus rufifrons,LC,Phacellodomus_rufifrons
Streak-fronted Thornbird,Phacellodomus striaticeps,LC,Phacellodomus_striaticeps
Little Thornbird,Phacellodomus sibilatrix,LC,Phacellodomus_sibilatrix
Chestnut-backed Thornbird,Phacellodomus dorsalis,VU,Phacellodomus_dorsalis
Spot-breasted Thornbird,Phacellodomus maculipectus,LC,Phacellodomus_maculipectus
Freckle-breasted Thornbird,Phacellodomus striaticollis,LC,Phacellodomus_striaticollis
Greater Thornbird,Phacellodomus ruber,LC,Phacellodomus_ruber
Orange-eyed Thornbird,Phacellodomus erythrophthalmus,LC,Phacellodomus_erythrophthalmus
Orange-breasted Thornbird,Phacellodomus ferrugineigula,LC,Phacellodomus_ferrugineigula
White-browed Spinetail,Hellmayrea gularis,LC,Hellmayrea_gularis
Firewood-gatherer,Anumbius annumbi,LC,Anumbius_annumbi
Lark-like Brushrunner,Coryphistera alaudina,LC,Coryphistera_alaudina
Huancavelica Canastero,Asthenes huancavelicae,NT,Asthenes_huancavelicae
Arequipa Canastero,Asthenes arequipae,LC,Asthenes_arequipae
Creamy-breasted Canastero,Asthenes dorbignyi,LC,Asthenes_dorbignyi
Berlepsch's Canastero,Asthenes berlepschi,NT,Asthenes_berlepschi
Short-billed Canastero,Asthenes baeri,LC,Asthenes_baeri
Cipo Canastero,Asthenes luizae,NT,Asthenes_luizae
Austral Canastero,Asthenes anthoides,LC,Asthenes_anthoides
Hudson's Canastero,Asthenes hudsoni,NT,Asthenes_hudsoni
Line-fronted Canastero,Asthenes urubambensis,NT,Asthenes_urubambensis
Many-striped Canastero,Asthenes flammulata,LC,Asthenes_flammulata
Junin Canastero,Asthenes virgata,LC,Asthenes_virgata
Scribble-tailed Canastero,Asthenes maculicauda,LC,Asthenes_maculicauda
Cordilleran Canastero,Asthenes modesta,LC,Asthenes_modesta
Streak-throated Canastero,Asthenes humilis,LC,Asthenes_humilis
Streak-backed Canastero,Asthenes wyatti,LC,Asthenes_wyatti
Sharp-billed Canastero,Asthenes pyrrholeuca,LC,Asthenes_pyrrholeuca
Black-throated Thistletail,Asthenes harterti,LC,Schizoeaca_harterti
Ochre-browed Thistletail,Asthenes coryi,LC,Schizoeaca_coryi
Perija Thistletail,Asthenes perijana,EN,Schizoeaca_perijana
